5/23/18 13:15,traces/generated/5to10Traces/0022.trace,5,5,3,3,5,"->(F(x1),U(!(x0),x1))",1.384202953,2,1,6,experiments/dtSubset6Strategy1/0022_tree.txt,,,,50,"(50,1.38420295342803)"
5/23/18 12:32,traces/generated/5to10Traces/0024.trace,25,25,3,3,5,"->(F(x1),U(!(x0),x1))",7.057485852,3,2,6,experiments/dtSubset6Strategy1/0024_tree.txt,,,,250,"(250,7.05748585239052)"
5/23/18 11:58,traces/generated/5to10Traces/0026.trace,50,50,3,3,5,"->(F(x1),U(!(x0),x1))",20.32124707,6,3,6,experiments/dtSubset6Strategy1/0026_tree.txt,,,,500,"(500,20.321247074753)"
5/23/18 12:28,traces/generated/5to10Traces/0028.trace,75,75,3,3,5,"->(F(x1),U(!(x0),x1))",43.76610745,5,1,6,experiments/dtSubset6Strategy1/0028_tree.txt,,,,750,"(750,43.7661074548959)"
5/23/18 11:53,traces/generated/5to10Traces/0030.trace,100,100,3,3,5,"->(F(x1),U(!(x0),x1))",34.11365502,5,1,6,experiments/dtSubset6Strategy1/0030_tree.txt,,,,1000,"(1000,34.1136550158262)"
5/23/18 12:27,traces/generated/5to10Traces/0032.trace,125,125,3,3,5,"->(F(x1),U(!(x0),x1))",15.84032411,5,2,6,experiments/dtSubset6Strategy1/0032_tree.txt,,,,1250,"(1250,15.8403241075575)"
5/23/18 13:04,traces/generated/5to10Traces/0034.trace,150,150,3,3,5,"->(F(x1),U(!(x0),x1))",53.50427595,5,1,6,experiments/dtSubset6Strategy1/0034_tree.txt,,,,1500,"(1500,53.5042759478092)"
5/23/18 13:35,traces/generated/5to10Traces/0036.trace,175,175,3,3,5,"->(F(x1),U(!(x0),x1))",37.43490753,3,1,6,experiments/dtSubset6Strategy1/0036_tree.txt,,,,1750,"(1750,37.4349075257778)"
5/23/18 13:04,traces/generated/5to10Traces/0038.trace,200,200,3,3,5,"->(F(x1),U(!(x0),x1))",35.57688313,6,3,6,experiments/dtSubset6Strategy1/0038_tree.txt,,,,2000,"(2000,35.5768831297755)"
5/23/18 13:31,traces/generated/5to10Traces/0040.trace,225,225,3,3,5,"->(F(x1),U(!(x0),x1))",67.28029022,5,1,6,experiments/dtSubset6Strategy1/0040_tree.txt,,,,2250,"(2250,67.280290223658)"
5/23/18 14:09,traces/generated/5to10Traces/0042.trace,250,250,3,3,5,"->(F(x1),U(!(x0),x1))",6.153336097,2,2,6,experiments/dtSubset6Strategy1/0042_tree.txt,,,,2500,"(2500,6.15333609655499)"
5/23/18 13:24,traces/generated/5to10Traces/0023.trace,5,5,3,3,10,"->(F(x1),U(!(x0),x1))",8.484357543,1,1,6,experiments/dtSubset6Strategy1/0023_tree.txt,,,,100,"(100,8.48435754328966)"
5/23/18 13:00,traces/generated/5to10Traces/0025.trace,25,25,3,3,10,"->(F(x1),U(!(x0),x1))",22.43073727,3,1,6,experiments/dtSubset6Strategy1/0025_tree.txt,,,,500,"(500,22.4307372681796)"
5/23/18 12:21,traces/generated/5to10Traces/0027.trace,50,50,3,3,10,"->(F(x1),U(!(x0),x1))",14.03986536,3,1,6,experiments/dtSubset6Strategy1/0027_tree.txt,,,,1000,"(1000,14.0398653633892)"
5/23/18 12:48,traces/generated/5to10Traces/0029.trace,75,75,3,3,10,"->(F(x1),U(!(x0),x1))",10.44025008,1,1,6,experiments/dtSubset6Strategy1/0029_tree.txt,,,,1500,"(1500,10.4402500838041)"
5/23/18 12:03,traces/generated/5to10Traces/0031.trace,100,100,3,3,10,"->(F(x1),U(!(x0),x1))",9.88778127,2,1,6,experiments/dtSubset6Strategy1/0031_tree.txt,,,,2000,"(2000,9.88778126984834)"
5/23/18 12:45,traces/generated/5to10Traces/0033.trace,125,125,3,3,10,"->(F(x1),U(!(x0),x1))",10.68347302,1,1,6,experiments/dtSubset6Strategy1/0033_tree.txt,,,,2500,"(2500,10.6834730170667)"
5/23/18 13:18,traces/generated/5to10Traces/0035.trace,150,150,3,3,10,"->(F(x1),U(!(x0),x1))",11.77049901,1,1,6,experiments/dtSubset6Strategy1/0035_tree.txt,,,,3000,"(3000,11.770499009639)"
5/23/18 13:59,traces/generated/5to10Traces/0037.trace,175,175,3,3,10,"->(F(x1),U(!(x0),x1))",11.01609705,1,1,6,experiments/dtSubset6Strategy1/0037_tree.txt,,,,3500,"(3500,11.0160970501601)"
5/23/18 13:19,traces/generated/5to10Traces/0039.trace,200,200,3,3,10,"->(F(x1),U(!(x0),x1))",13.51796414,2,1,6,experiments/dtSubset6Strategy1/0039_tree.txt,,,,4000,"(4000,13.517964143306)"
5/23/18 13:17,traces/generated/5to10Traces/0041.trace,225,225,3,3,10,"->(F(x1),U(!(x0),x1))",11.8798064,1,1,6,experiments/dtSubset6Strategy1/0041_tree.txt,,,,4500,"(4500,11.8798064030706)"
5/23/18 13:55,traces/generated/5to10Traces/0043.trace,250,250,3,3,10,"->(F(x1),U(!(x0),x1))",14.93277497,3,1,6,experiments/dtSubset6Strategy1/0043_tree.txt,,,,5000,"(5000,14.9327749684453)"
5/23/18 13:11,traces/generated/5to10Traces/0154.trace,5,5,2,3,5,"->(F(x1),U(x0,x1))",1.33637486,2,1,6,experiments/dtSubset6Strategy1/0154_tree.txt,,,,50,"(50,1.33637486025691)"
5/23/18 13:55,traces/generated/5to10Traces/0156.trace,25,25,2,3,5,"->(F(x1),U(x0,x1))",21.50027288,3,1,6,experiments/dtSubset6Strategy1/0156_tree.txt,,,,250,"(250,21.5002728849649)"
