time of writing,name of the test file,number of accepting traces,number or rejecting traces,depth of formula,number of variables,max length of traces,specified formula,dt solving time,dt num primitive candidates,dt num primitives used,dt subset sizes,dt tree txt representation
2018-05-20 13:20,traces/generated/freshTests/0074.trace,74,100,4,3,8,"G(->(x1,G(!(x0))))",84.65545465308242,19,8,3,experiments/dtStrategy1SubsetSize3/0074_tree.txt
2018-05-20 13:21,traces/generated/freshTests/0272.trace,74,100,3,3,8,"G(->(x1,G(x0)))",30.602887164102867,8,1,3,experiments/dtStrategy1SubsetSize3/0272_tree.txt
2018-05-20 13:22,traces/generated/freshTests/0156.trace,400,400,1,2,3,F(x0),10.203182004159316,2,1,3,experiments/dtStrategy1SubsetSize3/0156_tree.txt
2018-05-20 13:22,traces/generated/freshTests/0139.trace,100,100,1,2,5,F(x0),1.972511847037822,3,1,3,experiments/dtStrategy1SubsetSize3/0139_tree.txt
2018-05-20 13:22,traces/generated/freshTests/0055.trace,350,350,3,3,5,"->(F(x1),U(!(x0),x1))",8.486332718050107,7,2,3,experiments/dtStrategy1SubsetSize3/0055_tree.txt
2018-05-20 13:22,traces/generated/freshTests/0093.trace,450,450,4,3,3,"G(->(x1,G(!(x0))))",52.97029522899538,34,3,3,experiments/dtStrategy1SubsetSize3/0093_tree.txt
2018-05-20 13:23,traces/generated/freshTests/0001.trace,5,5,2,2,5,G(!(x0)),4.350691131083295,6,1,3,experiments/dtStrategy1SubsetSize3/0001_tree.txt
2018-05-20 13:23,traces/generated/freshTests/0226.trace,450,450,1,2,5,G(x0),12.416333182016388,2,1,3,experiments/dtStrategy1SubsetSize3/0226_tree.txt
2018-05-20 13:23,traces/generated/freshTests/0102.trace,50,50,4,3,3,"|(G(!(x0)),F(&(x0,F(x1))))",15.280036008916795,19,7,3,experiments/dtStrategy1SubsetSize3/0102_tree.txt
2018-05-20 13:23,traces/generated/freshTests/0190.trace,265,400,6,4,5,"G(&(x0,->(!(x1),U(!(x1),&(x2,!(x1))))))",428.40891605289653,65,13,3,experiments/dtStrategy1SubsetSize3/0190_tree.txt
2018-05-20 13:31,traces/generated/freshTests/0249.trace,300,300,2,3,3,"->(F(x1),U(x0,x1))",10.170414261054248,8,1,3,experiments/dtStrategy1SubsetSize3/0249_tree.txt
2018-05-20 13:31,traces/generated/freshTests/0020.trace,52,300,2,2,8,G(!(x0)),9.543099515140057,5,1,3,experiments/dtStrategy1SubsetSize3/0020_tree.txt
2018-05-20 13:31,traces/generated/freshTests/0268.trace,50,50,3,3,5,"G(->(x1,G(x0)))",10.8833271660842,11,8,3,experiments/dtStrategy1SubsetSize3/0268_tree.txt
2018-05-20 13:31,traces/generated/freshTests/0295.trace,500,500,3,3,5,"G(->(x1,G(x0)))",68.72342717880383,21,9,3,experiments/dtStrategy1SubsetSize3/0295_tree.txt
2018-05-20 13:32,traces/generated/freshTests/0207.trace,150,150,1,2,3,G(x0),2.20464369491674,3,1,3,experiments/dtStrategy1SubsetSize3/0207_tree.txt
2018-05-20 13:32,traces/generated/freshTests/0123.trace,400,400,4,3,3,"|(G(!(x0)),F(&(x0,F(x1))))",13.471697658998892,13,11,3,experiments/dtStrategy1SubsetSize3/0123_tree.txt
2018-05-20 13:33,traces/generated/freshTests/0140.trace,100,20,1,2,8,F(x0),2.4351098330225796,2,1,3,experiments/dtStrategy1SubsetSize3/0140_tree.txt
2018-05-20 13:33,traces/generated/freshTests/0264.trace,5,5,3,3,3,"G(->(x1,G(x0)))",3.1012990640010685,7,2,3,experiments/dtStrategy1SubsetSize3/0264_tree.txt
2018-05-20 13:33,traces/generated/freshTests/0043.trace,150,150,3,3,5,"->(F(x1),U(!(x0),x1))",21.365423035109416,14,2,3,experiments/dtStrategy1SubsetSize3/0043_tree.txt
2018-05-20 13:33,traces/generated/freshTests/0161.trace,450,76,1,2,8,F(x0),4.795614361995831,2,1,3,experiments/dtStrategy1SubsetSize3/0161_tree.txt
2018-05-20 13:33,traces/generated/freshTests/0245.trace,200,200,2,3,8,"->(F(x1),U(x0,x1))",10.348475790116936,5,2,3,experiments/dtStrategy1SubsetSize3/0245_tree.txt
2018-05-20 13:33,traces/generated/freshTests/0062.trace,450,450,3,3,8,"->(F(x1),U(!(x0),x1))",148.66868848213926,21,2,3,experiments/dtStrategy1SubsetSize3/0062_tree.txt
2018-05-20 13:36,traces/generated/freshTests/0282.trace,300,300,3,3,3,"G(->(x1,G(x0)))",20.376406588824466,15,1,3,experiments/dtStrategy1SubsetSize3/0282_tree.txt
2018-05-20 13:36,traces/generated/freshTests/0210.trace,200,200,1,2,3,G(x0),2.736101072980091,4,1,3,experiments/dtStrategy1SubsetSize3/0210_tree.txt
2018-05-20 13:36,traces/generated/freshTests/0037.trace,50,50,3,3,5,"->(F(x1),U(!(x0),x1))",9.512380133848637,8,2,3,experiments/dtStrategy1SubsetSize3/0037_tree.txt
2018-05-20 13:36,traces/generated/freshTests/0058.trace,400,400,3,3,5,"->(F(x1),U(!(x0),x1))",10.919310358120129,7,2,3,experiments/dtStrategy1SubsetSize3/0058_tree.txt
2018-05-20 13:36,traces/generated/freshTests/0231.trace,5,5,2,3,3,"->(F(x1),U(x0,x1))",3.351207020925358,9,3,3,experiments/dtStrategy1SubsetSize3/0231_tree.txt
2018-05-20 13:37,traces/generated/freshTests/0115.trace,250,250,4,3,5,"|(G(!(x0)),F(&(x0,F(x1))))",44.61125987092964,21,7,3,experiments/dtStrategy1SubsetSize3/0115_tree.txt
2018-05-20 13:37,traces/generated/freshTests/0187.trace,232,350,6,4,5,"G(&(x0,->(!(x1),U(!(x1),&(x2,!(x1))))))",583.156756852055,71,8,3,experiments/dtStrategy1SubsetSize3/0187_tree.txt
2018-05-20 13:47,traces/generated/freshTests/0079.trace,200,200,4,3,5,"G(->(x1,G(!(x0))))",60.71998285292648,33,18,3,experiments/dtStrategy1SubsetSize3/0079_tree.txt
2018-05-20 13:48,traces/generated/freshTests/0084.trace,300,300,4,3,3,"G(->(x1,G(!(x0))))",12.00323396595195,13,6,3,experiments/dtStrategy1SubsetSize3/0084_tree.txt
