time of writing,name of the test file,number of accepting traces,number or rejecting traces,depth of formula,number of variables,max length of traces,specified formula,dt solving time,dt num primitive candidates,dt num primitives used,dt subset sizes,dt tree txt representation
2018-05-21 01:13,traces/generated/freshTests/0172.trace,71,100,6,4,5,"G(&(x0,->(!(x1),U(!(x1),&(x2,!(x1))))))",4.994443709030747,1,1,10,experiments/dtStrategy1Subset10/0172_tree.txt
2018-05-21 01:13,traces/generated/freshTests/0239.trace,100,100,2,3,8,"->(F(x1),U(x0,x1))",34.981546986848116,1,1,10,experiments/dtStrategy1Subset10/0239_tree.txt
2018-05-21 01:14,traces/generated/freshTests/0071.trace,40,50,4,3,8,"G(->(x1,G(!(x0))))",/,/,/,10,experiments/dtStrategy1Subset10/0071_tree.txt
2018-05-21 01:24,traces/generated/freshTests/0218.trace,58,300,1,2,8,G(x0),8.469261003658175,1,1,10,experiments/dtStrategy1Subset10/0218_tree.txt
2018-05-21 01:24,traces/generated/freshTests/0277.trace,200,200,3,3,5,"G(->(x1,G(x0)))",127.69982488825917,4,1,10,experiments/dtStrategy1Subset10/0277_tree.txt
2018-05-21 01:26,traces/generated/freshTests/0153.trace,350,350,1,2,3,F(x0),10.783282848075032,1,1,10,experiments/dtStrategy1Subset10/0153_tree.txt
2018-05-21 01:26,traces/generated/freshTests/0050.trace,250,250,3,3,8,"->(F(x1),U(!(x0),x1))",111.6113334801048,2,1,10,experiments/dtStrategy1Subset10/0050_tree.txt
2018-05-21 01:28,traces/generated/freshTests/0033.trace,5,5,3,3,3,"->(F(x1),U(!(x0),x1))",5.372565597295761,3,2,10,experiments/dtStrategy1Subset10/0033_tree.txt
2018-05-21 01:28,traces/generated/freshTests/0130.trace,500,500,4,3,5,"|(G(!(x0)),F(&(x0,F(x1))))",/,/,/,10,experiments/dtStrategy1Subset10/0130_tree.txt
2018-05-21 01:38,traces/generated/freshTests/0214.trace,250,250,1,2,5,G(x0),7.844706702977419,1,1,10,experiments/dtStrategy1Subset10/0214_tree.txt
2018-05-21 01:38,traces/generated/freshTests/0286.trace,350,350,3,3,5,"G(->(x1,G(x0)))",140.32608946971595,2,1,10,experiments/dtStrategy1Subset10/0286_tree.txt
2018-05-21 01:41,traces/generated/freshTests/0012.trace,200,200,2,2,3,G(!(x0)),13.15080788359046,2,1,10,experiments/dtStrategy1Subset10/0012_tree.txt
2018-05-21 01:41,traces/generated/freshTests/0080.trace,140,200,4,3,8,"G(->(x1,G(!(x0))))",/,/,/,10,experiments/dtStrategy1Subset10/0080_tree.txt
2018-05-21 01:51,traces/generated/freshTests/0183.trace,300,300,6,4,3,"G(&(x0,->(!(x1),U(!(x1),&(x2,!(x1))))))",/,/,/,10,experiments/dtStrategy1Subset10/0183_tree.txt
2018-05-21 02:01,traces/generated/freshTests/0111.trace,200,200,4,3,3,"|(G(!(x0)),F(&(x0,F(x1))))",/,/,/,10,experiments/dtStrategy1Subset10/0111_tree.txt
2018-05-21 02:11,traces/generated/freshTests/0235.trace,50,50,2,3,5,"->(F(x1),U(x0,x1))",67.49867209792137,6,1,10,experiments/dtStrategy1Subset10/0235_tree.txt
2018-05-21 02:12,traces/generated/freshTests/0145.trace,200,200,1,2,5,F(x0),6.917269788682461,1,1,10,experiments/dtStrategy1Subset10/0145_tree.txt
2018-05-21 02:12,traces/generated/freshTests/0261.trace,500,500,2,3,3,"->(F(x1),U(x0,x1))",90.03369085490704,5,1,10,experiments/dtStrategy1Subset10/0261_tree.txt
2018-05-21 02:14,traces/generated/freshTests/0046.trace,200,200,3,3,5,"->(F(x1),U(!(x0),x1))",206.54734688438475,7,1,10,experiments/dtStrategy1Subset10/0046_tree.txt
2018-05-21 02:17,traces/generated/freshTests/0029.trace,85,450,2,2,8,G(!(x0)),37.54216760210693,2,1,10,experiments/dtStrategy1Subset10/0029_tree.txt
2018-05-21 02:18,traces/generated/freshTests/0199.trace,5,5,1,2,5,G(x0),2.118194304406643,1,1,10,experiments/dtStrategy1Subset10/0199_tree.txt
2018-05-21 02:18,traces/generated/freshTests/0164.trace,500,98,1,2,8,F(x0),10.39046635106206,1,1,10,experiments/dtStrategy1Subset10/0164_tree.txt
2018-05-21 02:18,traces/generated/freshTests/0240.trace,150,150,2,3,3,"->(F(x1),U(x0,x1))",56.08838312327862,5,1,10,experiments/dtStrategy1Subset10/0240_tree.txt
